cust_id,prod_id,product_name,category,purchase_amt,purchase_date
CUST217,PROD039,Feminine Wash,Hygiene,96.49,2024-07-30 19:08:56
CUST017,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-05-16 10:41:42
CUST142,PROD042,Cologne,Fragrance,56.99,2024-08-28 17:39:19
CUST590,PROD005,Hair Mask,Hair Care,48.49,2024-10-07 04:12:30
CUST363,PROD042,Cologne,Fragrance,56.99,2024-02-28 03:16:48
CUST523,PROD009,Face Scrub,Skin Care,52.49,2024-09-27 06:53:13
CUST527,PROD029,Aroma Candles,Aromatherapy,63.49,2024-06-18 01:25:23
CUST507,PROD005,Hair Mask,Hair Care,48.49,2024-03-06 00:41:46
CUST387,PROD012,Nail Remover,Nail Care,96.49,2024-01-23 00:14:02
CUST143,PROD026,Mascara,Makeup,70.99,2024-06-27 13:03:29
CUST122,PROD001,Shampoo,Hair Care,45.49,2024-10-02 19:27:58
CUST103,PROD035,Shaving Cream,Shaving,46.49,2024-10-04 03:04:23
CUST137,PROD040,Perfume,Fragrance,31.99,2024-11-19 04:45:41
CUST195,PROD023,Foundation,Makeup,44.49,2024-10-09 10:57:50
CUST382,PROD035,Shaving Cream,Shaving,46.49,2024-08-02 01:56:46
CUST494,PROD013,Nail Strengthener,Nail Care,58.49,2024-08-28 13:23:19
CUST521,PROD001,Shampoo,Hair Care,45.49,2024-04-15 12:04:33
CUST080,PROD014,Cuticle Oil,Nail Care,18.99,2024-09-06 00:44:47
CUST137,PROD042,Cologne,Fragrance,56.99,2024-05-08 09:07:41
CUST435,PROD025,Eyeliner,Makeup,12.49,2024-08-11 14:29:31
CUST249,PROD010,Toner,Skin Care,98.49,2024-03-16 07:05:00
CUST316,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-11-24 01:13:24
CUST314,PROD007,Moisturizer,Skin Care,43.49,2024-05-21 09:33:28
CUST155,PROD025,Eyeliner,Makeup,12.49,2024-03-21 22:40:12
CUST406,PROD021,Straightener,Tools/Accessories,78.99,2024-03-17 04:05:30
CUST559,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-01-06 19:02:29
CUST295,PROD036,Aftershave,Shaving,43.49,2024-12-08 06:40:46
CUST555,PROD009,Face Scrub,Skin Care,52.49,2024-12-03 00:25:48
CUST506,PROD039,Feminine Wash,Hygiene,96.49,2024-04-30 11:36:40
CUST085,PROD027,Blush,Makeup,53.99,2024-09-10 10:10:34
CUST459,PROD006,Face Wash,Skin Care,58.99,2024-04-01 05:40:29
CUST284,PROD004,Hair Serum,Hair Care,85.49,2024-12-10 23:59:13
CUST465,PROD004,Hair Serum,Hair Care,85.49,2024-04-08 15:12:58
CUST491,PROD007,Moisturizer,Skin Care,43.49,2024-02-29 10:36:09
CUST010,PROD001,Shampoo,Hair Care,45.49,2024-10-21 08:58:34
CUST008,PROD024,Lipstick,Makeup,84.49,2024-02-28 05:38:14
CUST508,PROD041,Body Mist,Fragrance,98.49,2024-03-03 10:26:18
CUST351,PROD034,Razor,Shaving,21.49,2024-06-19 09:04:51
CUST238,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-06-30 12:26:27
CUST306,PROD036,Aftershave,Shaving,43.49,2024-04-18 09:49:19
CUST199,PROD041,Body Mist,Fragrance,98.49,2024-08-05 10:41:25
CUST501,PROD029,Aroma Candles,Aromatherapy,63.49,2024-06-10 23:44:50
CUST061,PROD025,Eyeliner,Makeup,12.49,2024-08-05 11:17:55
CUST486,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-09-20 04:18:08
CUST160,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-02-19 09:25:51
CUST592,PROD035,Shaving Cream,Shaving,46.49,2024-09-22 17:57:04
CUST361,PROD039,Feminine Wash,Hygiene,96.49,2024-05-30 00:07:38
CUST578,PROD016,Body Wash,Body Care,7.49,2024-11-13 07:14:54
CUST505,PROD031,Toothpaste,Oral Care,49.99,2024-07-21 05:04:43
CUST101,PROD005,Hair Mask,Hair Care,48.49,2024-02-22 16:10:40
CUST292,PROD036,Aftershave,Shaving,43.49,2024-08-12 15:15:12
CUST037,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-08-28 17:35:50
CUST247,PROD039,Feminine Wash,Hygiene,96.49,2024-01-10 01:35:53
CUST410,PROD038,Wet Wipes,Hygiene,56.49,2024-07-08 07:41:02
CUST337,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-05-27 21:42:03
CUST358,PROD004,Hair Serum,Hair Care,85.49,2024-05-14 13:23:26
CUST278,PROD035,Shaving Cream,Shaving,46.49,2024-10-16 19:17:14
CUST032,PROD026,Mascara,Makeup,70.99,2024-11-03 11:52:22
CUST173,PROD029,Aroma Candles,Aromatherapy,63.49,2024-09-22 14:02:30
CUST324,PROD003,Hair Oil,Hair Care,35.49,2024-11-15 12:51:35
CUST270,PROD018,Deodorant,Body Care,43.99,2024-12-04 03:24:30
CUST383,PROD038,Wet Wipes,Hygiene,56.49,2024-06-22 01:00:21
CUST270,PROD034,Razor,Shaving,21.49,2024-04-30 08:54:29
CUST276,PROD003,Hair Oil,Hair Care,35.49,2024-10-07 05:53:46
CUST487,PROD002,Conditioner,Hair Care,89.49,2024-07-24 21:35:59
CUST001,PROD036,Aftershave,Shaving,43.49,2024-02-05 05:41:13
CUST131,PROD003,Hair Oil,Hair Care,35.49,2024-09-05 17:58:29
CUST342,PROD035,Shaving Cream,Shaving,46.49,2024-12-24 21:20:26
CUST193,PROD014,Cuticle Oil,Nail Care,18.99,2024-02-27 09:56:38
CUST429,PROD042,Cologne,Fragrance,56.99,2024-03-09 21:59:03
CUST038,PROD034,Razor,Shaving,21.49,2024-01-03 18:06:16
CUST200,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-09-19 18:02:54
CUST307,PROD025,Eyeliner,Makeup,12.49,2024-01-07 12:58:54
CUST132,PROD024,Lipstick,Makeup,84.49,2024-05-23 04:23:51
CUST038,PROD009,Face Scrub,Skin Care,52.49,2024-12-04 08:18:16
CUST353,PROD042,Cologne,Fragrance,56.99,2024-03-15 12:41:33
CUST430,PROD011,Nail Polish,Nail Care,23.49,2024-04-17 01:43:10
CUST239,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-09-03 02:23:00
CUST431,PROD016,Body Wash,Body Care,7.49,2024-11-13 22:51:27
CUST018,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-11-16 21:32:25
CUST252,PROD011,Nail Polish,Nail Care,23.49,2024-03-24 23:50:22
CUST108,PROD039,Feminine Wash,Hygiene,96.49,2024-03-26 02:50:27
CUST036,PROD023,Foundation,Makeup,44.49,2024-05-01 01:26:23
CUST012,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-01-31 14:09:16
CUST316,PROD034,Razor,Shaving,21.49,2024-07-03 15:43:58
CUST032,PROD018,Deodorant,Body Care,43.99,2024-01-15 06:52:42
CUST361,PROD024,Lipstick,Makeup,84.49,2024-10-09 12:06:02
CUST529,PROD025,Eyeliner,Makeup,12.49,2024-11-13 16:01:31
CUST179,PROD006,Face Wash,Skin Care,58.99,2024-12-06 16:42:44
CUST410,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-09-22 14:32:49
CUST502,PROD024,Lipstick,Makeup,84.49,2024-01-10 20:32:03
CUST335,PROD038,Wet Wipes,Hygiene,56.49,2024-08-05 21:49:52
CUST050,PROD029,Aroma Candles,Aromatherapy,63.49,2024-06-26 00:20:37
CUST388,PROD032,Mouthwash,Oral Care,48.49,2024-08-16 01:34:07
CUST312,PROD011,Nail Polish,Nail Care,23.49,2024-10-10 00:57:09
CUST588,PROD028,Essential Oils,Aromatherapy,35.99,2024-03-05 03:29:14
CUST163,PROD036,Aftershave,Shaving,43.49,2024-10-10 14:31:24
CUST568,PROD003,Hair Oil,Hair Care,35.49,2024-08-28 12:12:22
CUST435,PROD034,Razor,Shaving,21.49,2024-04-29 13:48:42
CUST170,PROD028,Essential Oils,Aromatherapy,35.99,2024-03-10 13:28:00
CUST079,PROD011,Nail Polish,Nail Care,23.49,2024-07-08 11:42:21
CUST590,PROD039,Feminine Wash,Hygiene,96.49,2024-11-05 03:07:13
CUST203,PROD011,Nail Polish,Nail Care,23.49,2024-11-26 18:03:31
CUST060,PROD037,Hand Sanitizer,Hygiene,6.99,2024-10-10 23:08:48
CUST009,PROD023,Foundation,Makeup,44.49,2024-11-03 04:24:51
CUST156,PROD005,Hair Mask,Hair Care,48.49,2024-02-02 18:31:44
CUST284,PROD030,Diffusers,Aromatherapy,82.49,2024-10-01 21:55:40
CUST136,PROD036,Aftershave,Shaving,43.49,2024-07-17 18:21:24
CUST507,PROD006,Face Wash,Skin Care,58.99,2024-02-16 21:01:43
CUST251,PROD035,Shaving Cream,Shaving,46.49,2024-07-27 08:13:06
CUST080,PROD025,Eyeliner,Makeup,12.49,2024-10-15 03:40:58
CUST089,PROD030,Diffusers,Aromatherapy,82.49,2024-02-14 19:00:33
CUST309,PROD009,Face Scrub,Skin Care,52.49,2024-08-31 10:53:15
CUST529,PROD002,Conditioner,Hair Care,89.49,2024-05-08 12:50:30
CUST045,PROD039,Feminine Wash,Hygiene,96.49,2024-06-21 01:18:24
CUST032,PROD004,Hair Serum,Hair Care,85.49,2024-10-19 02:48:29
CUST082,PROD031,Toothpaste,Oral Care,49.99,2024-08-14 06:10:52
CUST451,PROD006,Face Wash,Skin Care,58.99,2024-06-01 08:51:50
CUST052,PROD041,Body Mist,Fragrance,98.49,2024-12-26 09:58:32
CUST600,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-12-30 10:12:29
CUST087,PROD026,Mascara,Makeup,70.99,2024-10-28 16:07:05
CUST010,PROD013,Nail Strengthener,Nail Care,58.49,2024-11-07 17:00:15
CUST405,PROD036,Aftershave,Shaving,43.49,2024-01-06 03:24:55
CUST157,PROD007,Moisturizer,Skin Care,43.49,2024-12-18 16:17:00
CUST328,PROD032,Mouthwash,Oral Care,48.49,2024-03-19 00:12:58
CUST345,PROD006,Face Wash,Skin Care,58.99,2024-01-22 11:59:50
CUST199,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-05-19 14:50:31
CUST008,PROD032,Mouthwash,Oral Care,48.49,2024-08-22 11:01:43
CUST548,PROD014,Cuticle Oil,Nail Care,18.99,2024-06-13 12:34:56
CUST138,PROD016,Body Wash,Body Care,7.49,2024-12-26 22:07:12
CUST059,PROD017,Body Scrub,Body Care,82.49,2024-08-05 06:36:04
CUST551,PROD013,Nail Strengthener,Nail Care,58.49,2024-11-20 01:19:01
CUST192,PROD002,Conditioner,Hair Care,89.49,2024-09-17 10:53:34
CUST212,PROD007,Moisturizer,Skin Care,43.49,2024-07-13 16:42:29
CUST021,PROD037,Hand Sanitizer,Hygiene,6.99,2024-09-07 06:55:09
CUST225,PROD042,Cologne,Fragrance,56.99,2024-10-18 15:51:57
CUST499,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-12-23 21:26:53
CUST146,PROD011,Nail Polish,Nail Care,23.49,2024-02-20 05:33:45
CUST495,PROD018,Deodorant,Body Care,43.99,2024-05-25 11:31:56
CUST360,PROD006,Face Wash,Skin Care,58.99,2024-01-27 09:55:35
CUST415,PROD001,Shampoo,Hair Care,45.49,2024-04-30 06:49:33
CUST185,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-11-14 15:13:19
CUST339,PROD026,Mascara,Makeup,70.99,2024-12-23 04:52:28
CUST308,PROD029,Aroma Candles,Aromatherapy,63.49,2024-09-13 21:15:12
CUST549,PROD041,Body Mist,Fragrance,98.49,2024-03-29 22:30:10
CUST072,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-02-18 14:49:23
CUST287,PROD034,Razor,Shaving,21.49,2024-05-12 12:27:25
CUST404,PROD021,Straightener,Tools/Accessories,78.99,2024-04-09 17:15:02
CUST088,PROD028,Essential Oils,Aromatherapy,35.99,2024-06-10 12:17:37
CUST185,PROD023,Foundation,Makeup,44.49,2024-08-07 01:12:09
CUST050,PROD004,Hair Serum,Hair Care,85.49,2024-12-23 11:11:37
CUST107,PROD017,Body Scrub,Body Care,82.49,2024-06-28 03:16:44
CUST489,PROD027,Blush,Makeup,53.99,2024-11-05 03:38:58
CUST551,PROD002,Conditioner,Hair Care,89.49,2024-10-18 12:41:50
CUST368,PROD004,Hair Serum,Hair Care,85.49,2024-11-04 03:12:39
CUST028,PROD031,Toothpaste,Oral Care,49.99,2024-03-05 15:29:09
CUST231,PROD040,Perfume,Fragrance,31.99,2024-02-28 03:25:54
CUST407,PROD021,Straightener,Tools/Accessories,78.99,2024-05-07 13:22:34
CUST535,PROD030,Diffusers,Aromatherapy,82.49,2024-03-17 06:19:38
CUST251,PROD042,Cologne,Fragrance,56.99,2024-03-21 19:54:28
CUST387,PROD036,Aftershave,Shaving,43.49,2024-12-18 17:45:53
CUST472,PROD007,Moisturizer,Skin Care,43.49,2024-10-18 21:37:02
CUST544,PROD014,Cuticle Oil,Nail Care,18.99,2024-03-02 10:33:57
CUST237,PROD025,Eyeliner,Makeup,12.49,2024-12-14 15:42:02
CUST227,PROD021,Straightener,Tools/Accessories,78.99,2024-05-16 20:18:39
CUST583,PROD036,Aftershave,Shaving,43.49,2024-03-15 01:43:58
CUST412,PROD034,Razor,Shaving,21.49,2024-10-29 09:14:09
CUST302,PROD031,Toothpaste,Oral Care,49.99,2024-02-06 09:32:58
CUST561,PROD005,Hair Mask,Hair Care,48.49,2024-05-14 09:13:58
CUST287,PROD025,Eyeliner,Makeup,12.49,2024-12-07 03:54:05
CUST123,PROD004,Hair Serum,Hair Care,85.49,2024-05-13 02:25:31
CUST422,PROD028,Essential Oils,Aromatherapy,35.99,2024-03-15 09:48:50
CUST284,PROD040,Perfume,Fragrance,31.99,2024-12-03 10:47:30
CUST191,PROD035,Shaving Cream,Shaving,46.49,2024-06-26 02:23:12
CUST087,PROD017,Body Scrub,Body Care,82.49,2024-01-12 04:01:25
CUST097,PROD024,Lipstick,Makeup,84.49,2024-01-12 12:33:14
CUST117,PROD035,Shaving Cream,Shaving,46.49,2024-03-29 11:12:49
CUST135,PROD039,Feminine Wash,Hygiene,96.49,2024-01-14 11:02:17
CUST364,PROD025,Eyeliner,Makeup,12.49,2024-06-15 23:36:27
CUST574,PROD009,Face Scrub,Skin Care,52.49,2024-07-24 10:47:01
CUST204,PROD029,Aroma Candles,Aromatherapy,63.49,2024-03-22 21:41:40
CUST297,PROD028,Essential Oils,Aromatherapy,35.99,2024-01-09 10:57:14
CUST037,PROD012,Nail Remover,Nail Care,96.49,2024-12-23 09:39:12
CUST285,PROD002,Conditioner,Hair Care,89.49,2024-02-23 19:19:00
CUST444,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-04-13 13:50:44
CUST109,PROD021,Straightener,Tools/Accessories,78.99,2024-06-17 02:34:40
CUST461,PROD010,Toner,Skin Care,98.49,2024-09-14 02:34:24
CUST368,PROD021,Straightener,Tools/Accessories,78.99,2024-08-05 10:05:29
CUST600,PROD029,Aroma Candles,Aromatherapy,63.49,2024-07-11 13:05:11
CUST142,PROD006,Face Wash,Skin Care,58.99,2024-11-17 17:52:55
CUST131,PROD013,Nail Strengthener,Nail Care,58.49,2024-03-19 18:46:49
CUST456,PROD034,Razor,Shaving,21.49,2024-06-13 04:59:11
CUST397,PROD024,Lipstick,Makeup,84.49,2024-02-13 04:59:43
CUST417,PROD015,Body Lotion,Body Care,58.99,2024-03-12 04:12:51
CUST549,PROD005,Hair Mask,Hair Care,48.49,2024-04-27 22:42:59
CUST193,PROD009,Face Scrub,Skin Care,52.49,2024-09-19 20:49:20
CUST208,PROD032,Mouthwash,Oral Care,48.49,2024-06-08 18:33:02
CUST379,PROD035,Shaving Cream,Shaving,46.49,2024-10-03 11:18:36
CUST490,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-10-09 06:50:00
CUST289,PROD001,Shampoo,Hair Care,45.49,2024-04-30 16:31:41
CUST200,PROD005,Hair Mask,Hair Care,48.49,2024-11-29 02:58:50
CUST038,PROD018,Deodorant,Body Care,43.99,2024-04-27 21:47:17
CUST458,PROD001,Shampoo,Hair Care,45.49,2024-12-12 04:33:04
CUST024,PROD027,Blush,Makeup,53.99,2024-09-02 16:40:43
CUST237,PROD009,Face Scrub,Skin Care,52.49,2024-05-06 22:32:27
CUST420,PROD002,Conditioner,Hair Care,89.49,2024-03-28 06:11:27
CUST426,PROD015,Body Lotion,Body Care,58.99,2024-07-27 12:47:10
CUST535,PROD001,Shampoo,Hair Care,45.49,2024-12-30 06:02:02
CUST191,PROD005,Hair Mask,Hair Care,48.49,2024-07-10 23:57:22
CUST229,PROD001,Shampoo,Hair Care,45.49,2024-01-08 12:30:59
CUST081,PROD016,Body Wash,Body Care,7.49,2024-02-08 13:21:02
CUST543,PROD017,Body Scrub,Body Care,82.49,2024-01-01 09:53:00
CUST208,PROD017,Body Scrub,Body Care,82.49,2024-06-22 21:49:04
CUST292,PROD030,Diffusers,Aromatherapy,82.49,2024-02-07 02:18:26
CUST400,PROD036,Aftershave,Shaving,43.49,2024-11-20 02:40:29
CUST127,PROD007,Moisturizer,Skin Care,43.49,2024-03-31 09:14:29
CUST326,PROD027,Blush,Makeup,53.99,2024-12-15 06:51:02
CUST113,PROD002,Conditioner,Hair Care,89.49,2024-10-06 05:22:22
CUST280,PROD005,Hair Mask,Hair Care,48.49,2024-04-11 19:18:22
CUST598,PROD023,Foundation,Makeup,44.49,2024-09-16 14:16:32
CUST369,PROD031,Toothpaste,Oral Care,49.99,2024-08-11 15:00:12
CUST023,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-02-17 06:30:53
CUST023,PROD001,Shampoo,Hair Care,45.49,2024-07-27 22:15:46
CUST245,PROD024,Lipstick,Makeup,84.49,2024-02-08 11:02:48
CUST210,PROD016,Body Wash,Body Care,7.49,2024-11-20 23:11:09
CUST302,PROD010,Toner,Skin Care,98.49,2024-04-16 16:04:49
CUST329,PROD010,Toner,Skin Care,98.49,2024-09-16 13:00:57
CUST586,PROD032,Mouthwash,Oral Care,48.49,2024-01-07 00:26:51
CUST422,PROD001,Shampoo,Hair Care,45.49,2024-05-03 12:45:29
CUST249,PROD014,Cuticle Oil,Nail Care,18.99,2024-08-21 23:10:10
CUST421,PROD001,Shampoo,Hair Care,45.49,2024-01-07 11:09:27
CUST531,PROD003,Hair Oil,Hair Care,35.49,2024-08-22 10:53:32
CUST568,PROD003,Hair Oil,Hair Care,35.49,2024-10-25 07:13:05
CUST090,PROD011,Nail Polish,Nail Care,23.49,2024-09-05 01:19:00
CUST144,PROD040,Perfume,Fragrance,31.99,2024-07-08 05:50:15
CUST099,PROD009,Face Scrub,Skin Care,52.49,2024-06-25 23:26:16
CUST480,PROD007,Moisturizer,Skin Care,43.49,2024-07-08 06:38:59
CUST555,PROD026,Mascara,Makeup,70.99,2024-07-02 21:23:25
CUST481,PROD001,Shampoo,Hair Care,45.49,2024-08-31 15:08:34
CUST567,PROD013,Nail Strengthener,Nail Care,58.49,2024-03-17 17:18:20
CUST162,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-06-09 03:16:31
CUST482,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-11-19 18:52:22
CUST333,PROD012,Nail Remover,Nail Care,96.49,2024-05-26 09:47:32
CUST586,PROD040,Perfume,Fragrance,31.99,2024-07-13 21:43:14
CUST407,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-05-30 22:07:04
CUST421,PROD003,Hair Oil,Hair Care,35.49,2024-05-17 18:33:12
CUST387,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-04-29 09:28:50
CUST329,PROD042,Cologne,Fragrance,56.99,2024-08-10 17:48:57
CUST405,PROD035,Shaving Cream,Shaving,46.49,2024-05-31 15:14:45
CUST281,PROD038,Wet Wipes,Hygiene,56.49,2024-06-13 23:06:16
CUST363,PROD018,Deodorant,Body Care,43.99,2024-10-24 06:49:51
CUST592,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-08-08 05:05:59
CUST474,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-05-31 01:40:38
CUST283,PROD036,Aftershave,Shaving,43.49,2024-05-12 14:55:57
CUST149,PROD008,Sunscreen,Skin Care,65.99,2024-06-21 08:30:21
CUST485,PROD008,Sunscreen,Skin Care,65.99,2024-11-05 12:37:36
CUST410,PROD014,Cuticle Oil,Nail Care,18.99,2024-05-18 12:20:40
CUST277,PROD031,Toothpaste,Oral Care,49.99,2024-01-15 04:20:47
CUST434,PROD023,Foundation,Makeup,44.49,2024-11-11 11:11:04
CUST069,PROD023,Foundation,Makeup,44.49,2024-02-05 12:00:31
CUST557,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-04-15 15:02:59
CUST366,PROD021,Straightener,Tools/Accessories,78.99,2024-03-18 05:45:58
CUST009,PROD043,Roll-on Deodorant,Fragrance,63.99,2024-10-02 19:54:28
CUST002,PROD026,Mascara,Makeup,70.99,2024-10-17 17:17:02
CUST465,PROD014,Cuticle Oil,Nail Care,18.99,2024-05-31 02:32:53
CUST154,PROD042,Cologne,Fragrance,56.99,2024-09-02 01:41:47
CUST338,PROD011,Nail Polish,Nail Care,23.49,2024-05-08 13:18:10
CUST461,PROD032,Mouthwash,Oral Care,48.49,2024-10-14 22:38:00
CUST323,PROD004,Hair Serum,Hair Care,85.49,2024-06-14 17:21:00
CUST295,PROD029,Aroma Candles,Aromatherapy,63.49,2024-09-17 06:45:29
CUST141,PROD001,Shampoo,Hair Care,45.49,2024-11-14 08:17:31
CUST279,PROD005,Hair Mask,Hair Care,48.49,2024-01-03 09:08:59
CUST554,PROD030,Diffusers,Aromatherapy,82.49,2024-06-18 04:31:00
CUST523,PROD014,Cuticle Oil,Nail Care,18.99,2024-05-12 21:18:04
CUST334,PROD027,Blush,Makeup,53.99,2024-05-14 19:25:56
CUST324,PROD023,Foundation,Makeup,44.49,2024-09-13 16:12:26
CUST470,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-01-03 09:55:24
CUST466,PROD021,Straightener,Tools/Accessories,78.99,2024-03-17 06:37:51
CUST528,PROD039,Feminine Wash,Hygiene,96.49,2024-01-11 00:44:26
CUST449,PROD007,Moisturizer,Skin Care,43.49,2024-04-06 06:46:03
CUST269,PROD016,Body Wash,Body Care,7.49,2024-01-19 14:31:14
CUST189,PROD014,Cuticle Oil,Nail Care,18.99,2024-05-05 09:38:43
CUST236,PROD036,Aftershave,Shaving,43.49,2024-12-29 15:13:17
CUST148,PROD006,Face Wash,Skin Care,58.99,2024-06-05 07:29:06
CUST397,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-11-10 07:12:52
CUST187,PROD041,Body Mist,Fragrance,98.49,2024-02-10 04:41:55
CUST341,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-12-05 18:32:00
CUST004,PROD040,Perfume,Fragrance,31.99,2024-08-09 15:55:49
CUST187,PROD023,Foundation,Makeup,44.49,2024-05-10 06:13:08
CUST425,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-05-12 15:28:01
CUST585,PROD010,Toner,Skin Care,98.49,2024-10-27 15:43:15
CUST294,PROD040,Perfume,Fragrance,31.99,2024-04-06 08:23:05
CUST182,PROD003,Hair Oil,Hair Care,35.49,2024-06-29 04:25:08
CUST066,PROD030,Diffusers,Aromatherapy,82.49,2024-10-30 15:19:55
CUST107,PROD017,Body Scrub,Body Care,82.49,2024-05-16 16:21:03
CUST485,PROD027,Blush,Makeup,53.99,2024-03-11 08:51:01
CUST152,PROD020,Hair Dryer,Tools/Accessories,96.99,2024-07-06 18:04:43
CUST433,PROD001,Shampoo,Hair Care,45.49,2024-04-18 01:43:29
CUST305,PROD009,Face Scrub,Skin Care,52.49,2024-08-27 07:44:38
CUST196,PROD031,Toothpaste,Oral Care,49.99,2024-11-25 13:22:28
CUST193,PROD025,Eyeliner,Makeup,12.49,2024-04-02 00:53:12
CUST007,PROD030,Diffusers,Aromatherapy,82.49,2024-12-10 23:40:39
CUST070,PROD016,Body Wash,Body Care,7.49,2024-07-03 07:57:30
CUST290,PROD005,Hair Mask,Hair Care,48.49,2024-03-02 20:48:01
CUST584,PROD024,Lipstick,Makeup,84.49,2024-12-01 13:08:27
CUST389,PROD008,Sunscreen,Skin Care,65.99,2024-02-13 12:06:33
CUST488,PROD032,Mouthwash,Oral Care,48.49,2024-09-14 03:06:03
CUST304,PROD010,Toner,Skin Care,98.49,2024-08-16 20:36:03
CUST435,PROD005,Hair Mask,Hair Care,48.49,2024-01-30 10:38:10
CUST293,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-01-03 12:27:04
CUST069,PROD013,Nail Strengthener,Nail Care,58.49,2024-10-17 03:44:27
CUST165,PROD014,Cuticle Oil,Nail Care,18.99,2024-07-23 09:29:58
CUST312,PROD019,Makeup Brushes,Tools/Accessories,30.49,2024-09-10 16:28:58
CUST277,PROD010,Toner,Skin Care,98.49,2024-03-27 02:59:09
CUST173,PROD030,Diffusers,Aromatherapy,82.49,2024-01-15 12:12:30
CUST274,PROD041,Body Mist,Fragrance,98.49,2024-10-17 22:05:08
CUST297,PROD005,Hair Mask,Hair Care,48.49,2024-04-08 20:18:00
CUST355,PROD029,Aroma Candles,Aromatherapy,63.49,2024-08-29 05:01:33
CUST589,PROD038,Wet Wipes,Hygiene,56.49,2024-10-01 19:49:30
CUST330,PROD016,Body Wash,Body Care,7.49,2024-10-26 04:21:34
CUST003,PROD030,Diffusers,Aromatherapy,82.49,2024-03-20 04:28:16
CUST229,PROD013,Nail Strengthener,Nail Care,58.49,2024-11-29 17:25:51
CUST352,PROD041,Body Mist,Fragrance,98.49,2024-01-13 05:50:25
CUST353,PROD008,Sunscreen,Skin Care,65.99,2024-07-27 05:35:53
CUST050,PROD012,Nail Remover,Nail Care,96.49,2024-10-30 12:15:02
CUST353,PROD022,Eyelash Curler,Tools/Accessories,77.49,2024-07-27 18:00:08
CUST232,PROD007,Moisturizer,Skin Care,43.49,2024-02-03 00:17:58
CUST142,PROD021,Straightener,Tools/Accessories,78.99,2024-10-21 23:44:48
CUST190,PROD030,Diffusers,Aromatherapy,82.49,2024-06-13 02:29:30
CUST193,PROD009,Face Scrub,Skin Care,52.49,2024-07-19 18:06:06
CUST235,PROD010,Toner,Skin Care,98.49,2024-02-09 18:00:03
CUST037,PROD038,Wet Wipes,Hygiene,56.49,2024-10-14 17:30:46
CUST385,PROD012,Nail Remover,Nail Care,96.49,2024-09-10 10:03:53
CUST427,PROD021,Straightener,Tools/Accessories,78.99,2024-04-10 14:43:37
CUST459,PROD026,Mascara,Makeup,70.99,2024-02-14 23:45:24
CUST375,PROD013,Nail Strengthener,Nail Care,58.49,2024-03-07 07:20:40
CUST377,PROD040,Perfume,Fragrance,31.99,2024-12-15 00:09:07
CUST068,PROD036,Aftershave,Shaving,43.49,2024-04-08 05:31:51
CUST373,PROD021,Straightener,Tools/Accessories,78.99,2024-10-12 05:56:23
CUST234,PROD017,Body Scrub,Body Care,82.49,2024-05-28 06:31:19
CUST031,PROD011,Nail Polish,Nail Care,23.49,2024-08-20 10:33:51
CUST363,PROD041,Body Mist,Fragrance,98.49,2024-03-01 21:24:30
CUST540,PROD017,Body Scrub,Body Care,82.49,2024-09-02 09:51:27
CUST022,PROD017,Body Scrub,Body Care,82.49,2024-04-13 10:53:55
CUST440,PROD018,Deodorant,Body Care,43.99,2024-01-09 13:13:38
CUST044,PROD032,Mouthwash,Oral Care,48.49,2024-11-30 04:17:59
CUST565,PROD003,Hair Oil,Hair Care,35.49,2024-09-15 00:16:45
CUST539,PROD027,Blush,Makeup,53.99,2024-11-01 17:15:14
CUST463,PROD033,Teeth Whitening Kit,Oral Care,60.49,2024-04-16 14:59:13
